request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
F|target|F0001|control|trust_multidimensional|replicate_1,F-d4f518dffaf1d71f3a00755590452a9e228b7979,F,target,F0001,control,trust_multidimensional,1,google/gemma-4-31B-it,5591274327c27220a7c0681f092dfad822212bb9c09d2ee299923254f2878076,b8d0cc51184a7feca94964de9c8ff25a56d9b6c542047b68c4fa298aa48e2f3b,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,618399970,pending,trust_competent_1|trust_intelligent_1|trust_qualified_1|trust_honest_1|trust_ethical_1|trust_sincere_1|trust_concerned_1|trust_improve_1|trust_considerate_1|trust_feedback_1|trust_transparent_1|trust_attention_1,"{""trust_attention_1"": ""trust_openness_3"", ""trust_competent_1"": ""trust_competence_1"", ""trust_concerned_1"": ""trust_benevolence_1"", ""trust_considerate_1"": ""trust_benevolence_3"", ""trust_ethical_1"": ""trust_integrity_2"", ""trust_feedback_1"": ""trust_openness_1"", ""trust_honest_1"": ""trust_integrity_1"", ""trust_improve_1"": ""trust_benevolence_2"", ""trust_intelligent_1"": ""trust_competence_2"", ""trust_qualified_1"": ""trust_competence_3"", ""trust_sincere_1"": ""trust_integrity_3"", ""trust_transparent_1"": ""trust_openness_2""}",standard,,,,,
F|target|F0001|control|trust_post|replicate_1,F-9d2c80c37c55d8e2c622c4e0b89d853f46211baa,F,target,F0001,control,trust_post,1,google/gemma-4-31B-it,d857da2b1bc93d6ae88fa55cf487b7c89122fc4313b25c4029209b53067227f9,d29ad2f126ee4a74415d3a7edcaf4da97941d2fe638985dbab28b1503afadf7a,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,917428843,pending,trust_post_1,"{""trust_post_1"": ""trust_post""}",standard,,,,,
F|target|F0001|control|distrust_post|replicate_1,F-496ff88d24e8cdce418fa1db7b8d32ba2b164e9f,F,target,F0001,control,distrust_post,1,google/gemma-4-31B-it,488d944d34e9716f142d3b48b99f3e8d2197e0f35a6b6b47f150c8e1ca5118d1,fed4737c522eac550e0c1d3cad20c787f669755276abfa7f2cb390db55e86cd0,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,935902953,pending,distrust_1,"{""distrust_1"": ""distrust_post""}",standard,,,,,
F|target|F0001|control|funding_perceptions|replicate_1,F-f0e6d48b8a44293aa4400575486254cfb18f84a9,F,target,F0001,control,funding_perceptions,1,google/gemma-4-31B-it,8affcdbfb2167fc85cb2827bffb51bd5a9398046d549fc3fce6d3364b184daa6,1f37ad536e93c08f963fad072adf906c67c6305224c16e7c630a59ae50979206,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1813107284,pending,funding_5,"{""funding_5"": ""funding_5_raw""}",standard,,,,,
F|target|F0001|control|policy_role_mean|replicate_1,F-33f760fbe78e9d017212441d16afce78c59fcd96,F,target,F0001,control,policy_role_mean,1,google/gemma-4-31B-it,c60de76d2cdabd01de6f6b8b444308563261136a1dc0075f9d8cb895dc5de14d,ee5d910e61480dd9adb6ad1a454f9428b003ccf500c5135ea7a93d21fa8cd41e,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1333616377,pending,policy_1_1|policy_2_1|policy_3_1|policy_4_1,"{""policy_1_1"": ""policy_role_1"", ""policy_2_1"": ""policy_role_2"", ""policy_3_1"": ""policy_role_3"", ""policy_4_1"": ""policy_role_4""}",standard,,,,,
F|target|F0001|control|inst_trust_mean|replicate_1,F-3e42d7611a571b5cc6901fd14e9885648373bf20,F,target,F0001,control,inst_trust_mean,1,google/gemma-4-31B-it,ebb0ead7a58475d862cd2e1baf696e3aa0de972785b64f8031c18693e97d47f6,897ce0364d6f8945fcb85096754df92684e7b0cc5eca20b40646be6b861e7b4d,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,383568415,pending,inst_trust_epa_1|inst_trust_nasa_1|inst_trust_noaa_1|inst_trust_uni_1|inst_trust_gov_1,"{""inst_trust_epa_1"": ""inst_trust_epa"", ""inst_trust_gov_1"": ""inst_trust_federal_gov"", ""inst_trust_nasa_1"": ""inst_trust_nasa"", ""inst_trust_noaa_1"": ""inst_trust_noaa"", ""inst_trust_uni_1"": ""inst_trust_universities""}",standard,,,,,
F|target|F0001|control|belief_post|replicate_1,F-fde660afd34e4212cbb80ec7e5eadf5c7eba015b,F,target,F0001,control,belief_post,1,google/gemma-4-31B-it,7ac4705ca67ca2bb0b20c5815f8900acc2141e0f5b1fa7773d3c7509c528862b,c6cd4ea417b0f21de505645457e277e422387fb38f012e29fca3d65957bc4a0f,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1327170421,pending,belief_post_1,"{""belief_post_1"": ""belief_post""}",standard,,,,,
F|target|F0001|control|concern_mean|replicate_1,F-ae4c2abdf307e3388d9b2b59ef678d1c114ec695,F,target,F0001,control,concern_mean,1,google/gemma-4-31B-it,70e9f6665b903d62a4f35efb0a5f5394671faadeb7091feea108a08e7bbc7998,3624e5ec5268b8d8172c1bececa0f7d1ae67f15beef0f2964e9ed2f96d593562,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1335900342,pending,concern_1_1|concern_2_1|concern_3_1,"{""concern_1_1"": ""concern_1"", ""concern_2_1"": ""concern_2"", ""concern_3_1"": ""concern_3""}",standard,,,,,
F|target|F0001|control|policy_general|replicate_1,F-515daa816ea9506af148beeeb269df4c892cba18,F,target,F0001,control,policy_general,1,google/gemma-4-31B-it,8832458876c3b59025e93cd2dd82fbefa1cc33410e200f03980bebb39a068f7d,5a04deea2379c0c7af577994445fc5f4b73df7fa6165618d5db5a2eb92fdfeb4,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,291808622,pending,policy_general_1,"{""policy_general_1"": ""policy_general""}",standard,,,,,
F|target|F0001|control|policy_specific_mean|replicate_1,F-93640c1b23769eaf40a69edf9915d3006d7539cd,F,target,F0001,control,policy_specific_mean,1,google/gemma-4-31B-it,a36394b0436defe1f7f751986158346166a2ed570c67eb3c38edea153ea55284,a13d0689e6aca8f3691efbaa2964542b5c56fc1d50110b207ba32c65bf6a5bd3,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1245624039,pending,policy_specific_1_1|policy_specific_2_1|policy_specific_3_1|policy_specific_4_1|policy_specific_5_1|policy_specific_6_1|policy_specific_7_1,"{""policy_specific_1_1"": ""policy_specific_1"", ""policy_specific_2_1"": ""policy_specific_2"", ""policy_specific_3_1"": ""policy_specific_3"", ""policy_specific_4_1"": ""policy_specific_4"", ""policy_specific_5_1"": ""policy_specific_5"", ""policy_specific_6_1"": ""policy_specific_6"", ""policy_specific_7_1"": ""policy_specific_7""}",standard,,,,,
