request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
F|target|F0351|control|trust_multidimensional|replicate_1,F-06bc246b73adf9bb0b5131e93b47f40a055cfb0b,F,target,F0351,control,trust_multidimensional,1,google/gemma-4-31B-it,ef1cf6f6e6850bd81f7782a15edbd88cfe6aa0f156e11051d3ffd439b8395db0,b8d0cc51184a7feca94964de9c8ff25a56d9b6c542047b68c4fa298aa48e2f3b,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,19284626,pending,trust_competent_1|trust_intelligent_1|trust_qualified_1|trust_honest_1|trust_ethical_1|trust_sincere_1|trust_concerned_1|trust_improve_1|trust_considerate_1|trust_feedback_1|trust_transparent_1|trust_attention_1,"{""trust_attention_1"": ""trust_openness_3"", ""trust_competent_1"": ""trust_competence_1"", ""trust_concerned_1"": ""trust_benevolence_1"", ""trust_considerate_1"": ""trust_benevolence_3"", ""trust_ethical_1"": ""trust_integrity_2"", ""trust_feedback_1"": ""trust_openness_1"", ""trust_honest_1"": ""trust_integrity_1"", ""trust_improve_1"": ""trust_benevolence_2"", ""trust_intelligent_1"": ""trust_competence_2"", ""trust_qualified_1"": ""trust_competence_3"", ""trust_sincere_1"": ""trust_integrity_3"", ""trust_transparent_1"": ""trust_openness_2""}",standard,,,,,
F|target|F0351|control|trust_post|replicate_1,F-04f3158549eb818ded3e57270a5b4d4fe88d414e,F,target,F0351,control,trust_post,1,google/gemma-4-31B-it,6497432f98a98ce362232ea0cc17bb26291e8633467612f12f57775942f07972,d29ad2f126ee4a74415d3a7edcaf4da97941d2fe638985dbab28b1503afadf7a,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1406250135,pending,trust_post_1,"{""trust_post_1"": ""trust_post""}",standard,,,,,
F|target|F0351|control|distrust_post|replicate_1,F-f46657f303fd928096dc45f2b6740f257f87f184,F,target,F0351,control,distrust_post,1,google/gemma-4-31B-it,ef0234aa019a25c247a35c8380e61b8b78d1d7455cf5d9d82c8430d760b2719b,fed4737c522eac550e0c1d3cad20c787f669755276abfa7f2cb390db55e86cd0,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1825194601,pending,distrust_1,"{""distrust_1"": ""distrust_post""}",standard,,,,,
F|target|F0351|control|funding_perceptions|replicate_1,F-057ac7dc27f1d0c32633d469853a4fc1fbcaf964,F,target,F0351,control,funding_perceptions,1,google/gemma-4-31B-it,60847ebf6d25988ffe71ea3b6cd7aa6678528c847e0b3e2065905250a8b9bb39,1f37ad536e93c08f963fad072adf906c67c6305224c16e7c630a59ae50979206,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,854024315,pending,funding_5,"{""funding_5"": ""funding_5_raw""}",standard,,,,,
F|target|F0351|control|policy_role_mean|replicate_1,F-99a9cfaf9a422a82400bf8f4d99302244659ab7f,F,target,F0351,control,policy_role_mean,1,google/gemma-4-31B-it,2aa8c38a73099edcec8727a87b250f7c393b7aea1b4ccd5a2e4a137f28cb21f4,ee5d910e61480dd9adb6ad1a454f9428b003ccf500c5135ea7a93d21fa8cd41e,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1301662179,pending,policy_1_1|policy_2_1|policy_3_1|policy_4_1,"{""policy_1_1"": ""policy_role_1"", ""policy_2_1"": ""policy_role_2"", ""policy_3_1"": ""policy_role_3"", ""policy_4_1"": ""policy_role_4""}",standard,,,,,
F|target|F0351|control|inst_trust_mean|replicate_1,F-49edcb92a092b99bc4ec9f6c911a952a7dff692c,F,target,F0351,control,inst_trust_mean,1,google/gemma-4-31B-it,7fd13845acbd934891b656666f070240df1e075c6e4f99bec4ad62570cd49f99,897ce0364d6f8945fcb85096754df92684e7b0cc5eca20b40646be6b861e7b4d,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,879644865,pending,inst_trust_epa_1|inst_trust_nasa_1|inst_trust_noaa_1|inst_trust_uni_1|inst_trust_gov_1,"{""inst_trust_epa_1"": ""inst_trust_epa"", ""inst_trust_gov_1"": ""inst_trust_federal_gov"", ""inst_trust_nasa_1"": ""inst_trust_nasa"", ""inst_trust_noaa_1"": ""inst_trust_noaa"", ""inst_trust_uni_1"": ""inst_trust_universities""}",standard,,,,,
F|target|F0351|control|belief_post|replicate_1,F-86ba66582a9c642f9694953d37b3e4446f72f59f,F,target,F0351,control,belief_post,1,google/gemma-4-31B-it,341783d22cf075eb534219653a775ee0f02c87b949c0a35648bbf944d514c9f7,c6cd4ea417b0f21de505645457e277e422387fb38f012e29fca3d65957bc4a0f,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,940650721,pending,belief_post_1,"{""belief_post_1"": ""belief_post""}",standard,,,,,
F|target|F0351|control|concern_mean|replicate_1,F-044f52df64f3c0c31587cd331c894419e91c336d,F,target,F0351,control,concern_mean,1,google/gemma-4-31B-it,145251b4f32d96c495609ce323b0a73f6a6aa4f6cda1b588eb2a1b5e5f2e0854,3624e5ec5268b8d8172c1bececa0f7d1ae67f15beef0f2964e9ed2f96d593562,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1838311041,pending,concern_1_1|concern_2_1|concern_3_1,"{""concern_1_1"": ""concern_1"", ""concern_2_1"": ""concern_2"", ""concern_3_1"": ""concern_3""}",standard,,,,,
F|target|F0351|control|policy_general|replicate_1,F-ee5481690c03b12fd58bac8b41e4887b6d159823,F,target,F0351,control,policy_general,1,google/gemma-4-31B-it,79c38631b75ed4b2be41153737d4251c6238129ff7da2dd22347aa9f694849eb,5a04deea2379c0c7af577994445fc5f4b73df7fa6165618d5db5a2eb92fdfeb4,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1756148740,pending,policy_general_1,"{""policy_general_1"": ""policy_general""}",standard,,,,,
F|target|F0351|control|policy_specific_mean|replicate_1,F-1a8e59c46a7a71466363d123a5373cf600f90f15,F,target,F0351,control,policy_specific_mean,1,google/gemma-4-31B-it,f66489dcd6f7cd2800c082b0eee7a5ebe0611f1580780ceaad21edeb427291f9,a13d0689e6aca8f3691efbaa2964542b5c56fc1d50110b207ba32c65bf6a5bd3,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,529999055,pending,policy_specific_1_1|policy_specific_2_1|policy_specific_3_1|policy_specific_4_1|policy_specific_5_1|policy_specific_6_1|policy_specific_7_1,"{""policy_specific_1_1"": ""policy_specific_1"", ""policy_specific_2_1"": ""policy_specific_2"", ""policy_specific_3_1"": ""policy_specific_3"", ""policy_specific_4_1"": ""policy_specific_4"", ""policy_specific_5_1"": ""policy_specific_5"", ""policy_specific_6_1"": ""policy_specific_6"", ""policy_specific_7_1"": ""policy_specific_7""}",standard,,,,,
