request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
F|target|F0051|control|trust_multidimensional|replicate_1,F-129af5e7f1214e2d41993f0046fe369a6b3dd660,F,target,F0051,control,trust_multidimensional,1,google/gemma-4-31B-it,01b0e1ed27b08790a460f1deef8aa126c3015abc0fbccda763dbe1218f6c242c,b8d0cc51184a7feca94964de9c8ff25a56d9b6c542047b68c4fa298aa48e2f3b,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,374815229,pending,trust_competent_1|trust_intelligent_1|trust_qualified_1|trust_honest_1|trust_ethical_1|trust_sincere_1|trust_concerned_1|trust_improve_1|trust_considerate_1|trust_feedback_1|trust_transparent_1|trust_attention_1,"{""trust_attention_1"": ""trust_openness_3"", ""trust_competent_1"": ""trust_competence_1"", ""trust_concerned_1"": ""trust_benevolence_1"", ""trust_considerate_1"": ""trust_benevolence_3"", ""trust_ethical_1"": ""trust_integrity_2"", ""trust_feedback_1"": ""trust_openness_1"", ""trust_honest_1"": ""trust_integrity_1"", ""trust_improve_1"": ""trust_benevolence_2"", ""trust_intelligent_1"": ""trust_competence_2"", ""trust_qualified_1"": ""trust_competence_3"", ""trust_sincere_1"": ""trust_integrity_3"", ""trust_transparent_1"": ""trust_openness_2""}",standard,,,,,
F|target|F0051|control|trust_post|replicate_1,F-4f35bd303a7c942cc8965980b1aca915b21464d8,F,target,F0051,control,trust_post,1,google/gemma-4-31B-it,a801a9e844f727901ae739fa76dcf037f5b39c124088a1409ecae2d997a96230,d29ad2f126ee4a74415d3a7edcaf4da97941d2fe638985dbab28b1503afadf7a,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1491603085,pending,trust_post_1,"{""trust_post_1"": ""trust_post""}",standard,,,,,
F|target|F0051|control|distrust_post|replicate_1,F-a6aa96708cc03c72618efc5784dca31695ffbb5c,F,target,F0051,control,distrust_post,1,google/gemma-4-31B-it,796fc3ca3091f967654e7f90a5ca40027ae2560ac68dd377d106c5e737f6137c,fed4737c522eac550e0c1d3cad20c787f669755276abfa7f2cb390db55e86cd0,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1511352661,pending,distrust_1,"{""distrust_1"": ""distrust_post""}",standard,,,,,
F|target|F0051|control|funding_perceptions|replicate_1,F-116cedc8c3e592da642871df548fa1055c24261d,F,target,F0051,control,funding_perceptions,1,google/gemma-4-31B-it,3d1d954bb91d60d91f16e61d67a7ac7b40fc2ffb9b3067975b14d64884322266,1f37ad536e93c08f963fad072adf906c67c6305224c16e7c630a59ae50979206,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1723821675,pending,funding_5,"{""funding_5"": ""funding_5_raw""}",standard,,,,,
F|target|F0051|control|policy_role_mean|replicate_1,F-260cccc7523a8ff9f974d206cddcc16fadba4e29,F,target,F0051,control,policy_role_mean,1,google/gemma-4-31B-it,0b80521d623511eaad63350407456aaa2e05af1224856dd727881860c199875d,ee5d910e61480dd9adb6ad1a454f9428b003ccf500c5135ea7a93d21fa8cd41e,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,508832136,pending,policy_1_1|policy_2_1|policy_3_1|policy_4_1,"{""policy_1_1"": ""policy_role_1"", ""policy_2_1"": ""policy_role_2"", ""policy_3_1"": ""policy_role_3"", ""policy_4_1"": ""policy_role_4""}",standard,,,,,
F|target|F0051|control|inst_trust_mean|replicate_1,F-d4ff8a73f90af0de5ce2752155c6f037b48de027,F,target,F0051,control,inst_trust_mean,1,google/gemma-4-31B-it,82ca5943fedb1bd2617e07e497fad611796fabafc7be276186ed5db476e33205,897ce0364d6f8945fcb85096754df92684e7b0cc5eca20b40646be6b861e7b4d,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,587859401,pending,inst_trust_epa_1|inst_trust_nasa_1|inst_trust_noaa_1|inst_trust_uni_1|inst_trust_gov_1,"{""inst_trust_epa_1"": ""inst_trust_epa"", ""inst_trust_gov_1"": ""inst_trust_federal_gov"", ""inst_trust_nasa_1"": ""inst_trust_nasa"", ""inst_trust_noaa_1"": ""inst_trust_noaa"", ""inst_trust_uni_1"": ""inst_trust_universities""}",standard,,,,,
F|target|F0051|control|belief_post|replicate_1,F-eebe7a89833764db99071b9a98b15b8bbe50356f,F,target,F0051,control,belief_post,1,google/gemma-4-31B-it,67a3635dcebf42f0406af03ec327ed44669078a2c7171feaaf914491db8dc5a1,c6cd4ea417b0f21de505645457e277e422387fb38f012e29fca3d65957bc4a0f,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1622432241,pending,belief_post_1,"{""belief_post_1"": ""belief_post""}",standard,,,,,
F|target|F0051|control|concern_mean|replicate_1,F-c01518466c20b4d1b54262e09e61a6e5a1f16c46,F,target,F0051,control,concern_mean,1,google/gemma-4-31B-it,afa179fdb33971b46b7cdd322c8573b0ca6428a7f76d7c67f0038f411fe0198a,3624e5ec5268b8d8172c1bececa0f7d1ae67f15beef0f2964e9ed2f96d593562,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1816847712,pending,concern_1_1|concern_2_1|concern_3_1,"{""concern_1_1"": ""concern_1"", ""concern_2_1"": ""concern_2"", ""concern_3_1"": ""concern_3""}",standard,,,,,
F|target|F0051|control|policy_general|replicate_1,F-c74d1548556fe35f70f29767094b26bcd2be3fcc,F,target,F0051,control,policy_general,1,google/gemma-4-31B-it,4675143dca2992c1b7f68416048de5cf693309d19e4a6dd1d634af7a5b54a24b,5a04deea2379c0c7af577994445fc5f4b73df7fa6165618d5db5a2eb92fdfeb4,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1678380530,pending,policy_general_1,"{""policy_general_1"": ""policy_general""}",standard,,,,,
F|target|F0051|control|policy_specific_mean|replicate_1,F-0c42d7ea4fd422ad29747fab4163389a69679198,F,target,F0051,control,policy_specific_mean,1,google/gemma-4-31B-it,d9dfb0e2779722d473c4772daf2803c792fe2f99a384d64be7ee599e43e3d9b1,a13d0689e6aca8f3691efbaa2964542b5c56fc1d50110b207ba32c65bf6a5bd3,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1750717057,pending,policy_specific_1_1|policy_specific_2_1|policy_specific_3_1|policy_specific_4_1|policy_specific_5_1|policy_specific_6_1|policy_specific_7_1,"{""policy_specific_1_1"": ""policy_specific_1"", ""policy_specific_2_1"": ""policy_specific_2"", ""policy_specific_3_1"": ""policy_specific_3"", ""policy_specific_4_1"": ""policy_specific_4"", ""policy_specific_5_1"": ""policy_specific_5"", ""policy_specific_6_1"": ""policy_specific_6"", ""policy_specific_7_1"": ""policy_specific_7""}",standard,,,,,
F|target|F0051|control|behavior_mean|replicate_1,F-3a59a11a1fc916cf60a02bd3a17500d11f77f815,F,target,F0051,control,behavior_mean,1,google/gemma-4-31B-it,3f45227053b01a5f70fb924191a41605e961e16008bc5aa6c54e68598148da42,570dbe4f75ab4a061bad84714efd29f563b8756e11c9eca4f1705dad268f0f47,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,343693572,pending,individual_meat_1|individual_transport_1|individual_solar_1|individual_fly_1|individual_talk_1|individual_donate_1,"{""individual_donate_1"": ""behavior_donate"", ""individual_fly_1"": ""behavior_fly"", ""individual_meat_1"": ""behavior_meat"", ""individual_solar_1"": ""behavior_solar"", ""individual_talk_1"": ""behavior_talk"", ""individual_transport_1"": ""behavior_transport""}",standard,,,,,
F|target|F0051|control|donation_ams|replicate_1,F-e637137aad7f5e31d7c623267489a4cc6b237457,F,target,F0051,control,donation_ams,1,google/gemma-4-31B-it,432ddf1e451ac4fb59f9fddf82c0f7897a591ea0bee28818ffa9999ca116ed32,6949741c0c18a58c24af7df419e9d57d158c77675c533f78d0d49b8d62b43caf,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,2045609257,pending,donation,"{""donation"": ""donation_ams""}",standard,,,,,
F|target|F0051|control|newsletter_signup|replicate_1,F-97cbb26fbb3152b4441d90710e67d0ec402b7a15,F,target,F0051,control,newsletter_signup,1,google/gemma-4-31B-it,12a0e6d83121b668cd4722dcf90917a054f87457ae6af943f0ae2c71ccf43472,4b6b8993ef74bd8e53209a244498caba32ac0e2f12c547b8695595399f80ea07,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1791539093,pending,newsletter,"{""newsletter"": ""newsletter_signup""}",standard,,,,,
F|target|F0051|Corporate reliance|trust_multidimensional|replicate_1,F-565587053f9fd3a7cbcd403229493f966f85476a,F,target,F0051,Corporate reliance,trust_multidimensional,1,google/gemma-4-31B-it,b74d5e95b2a7175850adb9c59ed218848fb0225e6775479fda0b5849e3f34a30,b8d0cc51184a7feca94964de9c8ff25a56d9b6c542047b68c4fa298aa48e2f3b,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1816846770,pending,trust_competent_1|trust_intelligent_1|trust_qualified_1|trust_honest_1|trust_ethical_1|trust_sincere_1|trust_concerned_1|trust_improve_1|trust_considerate_1|trust_feedback_1|trust_transparent_1|trust_attention_1,"{""trust_attention_1"": ""trust_openness_3"", ""trust_competent_1"": ""trust_competence_1"", ""trust_concerned_1"": ""trust_benevolence_1"", ""trust_considerate_1"": ""trust_benevolence_3"", ""trust_ethical_1"": ""trust_integrity_2"", ""trust_feedback_1"": ""trust_openness_1"", ""trust_honest_1"": ""trust_integrity_1"", ""trust_improve_1"": ""trust_benevolence_2"", ""trust_intelligent_1"": ""trust_competence_2"", ""trust_qualified_1"": ""trust_competence_3"", ""trust_sincere_1"": ""trust_integrity_3"", ""trust_transparent_1"": ""trust_openness_2""}",standard,,,,,
