request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
F|target|F0401|control|trust_multidimensional|replicate_1,F-8f9320af71f845455c1aad063fbe91979fc1a591,F,target,F0401,control,trust_multidimensional,1,google/gemma-4-31B-it,6e217c1cd2d61bd088d26b44fac17d9ed6466317da4e11965c8effed932700d9,b8d0cc51184a7feca94964de9c8ff25a56d9b6c542047b68c4fa298aa48e2f3b,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,287213222,pending,trust_competent_1|trust_intelligent_1|trust_qualified_1|trust_honest_1|trust_ethical_1|trust_sincere_1|trust_concerned_1|trust_improve_1|trust_considerate_1|trust_feedback_1|trust_transparent_1|trust_attention_1,"{""trust_attention_1"": ""trust_openness_3"", ""trust_competent_1"": ""trust_competence_1"", ""trust_concerned_1"": ""trust_benevolence_1"", ""trust_considerate_1"": ""trust_benevolence_3"", ""trust_ethical_1"": ""trust_integrity_2"", ""trust_feedback_1"": ""trust_openness_1"", ""trust_honest_1"": ""trust_integrity_1"", ""trust_improve_1"": ""trust_benevolence_2"", ""trust_intelligent_1"": ""trust_competence_2"", ""trust_qualified_1"": ""trust_competence_3"", ""trust_sincere_1"": ""trust_integrity_3"", ""trust_transparent_1"": ""trust_openness_2""}",standard,,,,,
F|target|F0401|control|trust_post|replicate_1,F-b6345121291b4abafa6e4343391aaf7b9051ff6d,F,target,F0401,control,trust_post,1,google/gemma-4-31B-it,6cb7a2d594eabec9641aa2769e14d984f61fa8f9d1b26bb2e0235e8958c1f949,d29ad2f126ee4a74415d3a7edcaf4da97941d2fe638985dbab28b1503afadf7a,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,360967423,pending,trust_post_1,"{""trust_post_1"": ""trust_post""}",standard,,,,,
F|target|F0401|control|distrust_post|replicate_1,F-275f418c26546a3dc7c0134e86a3ebf3026f0879,F,target,F0401,control,distrust_post,1,google/gemma-4-31B-it,aacd7a7f292acf69c3db1c090a5a317b336600438feeb41c53ffb2e4acd52187,fed4737c522eac550e0c1d3cad20c787f669755276abfa7f2cb390db55e86cd0,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1964174677,pending,distrust_1,"{""distrust_1"": ""distrust_post""}",standard,,,,,
F|target|F0401|control|funding_perceptions|replicate_1,F-26df49ea1adba24d885536aaede454f34415c1e0,F,target,F0401,control,funding_perceptions,1,google/gemma-4-31B-it,d7cc6a3fe18e2a0820148c238b58c73741aac05d57fff562d31c06618403d5ac,1f37ad536e93c08f963fad072adf906c67c6305224c16e7c630a59ae50979206,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1754936865,pending,funding_5,"{""funding_5"": ""funding_5_raw""}",standard,,,,,
F|target|F0401|control|policy_role_mean|replicate_1,F-5ee88f686fafe8d07e9e88b5cea4ba8740593daa,F,target,F0401,control,policy_role_mean,1,google/gemma-4-31B-it,db1e76f1f9d68463fb32b32a846577cbb4ca772acd54da541f7a88a1ab9d949a,ee5d910e61480dd9adb6ad1a454f9428b003ccf500c5135ea7a93d21fa8cd41e,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,763430818,pending,policy_1_1|policy_2_1|policy_3_1|policy_4_1,"{""policy_1_1"": ""policy_role_1"", ""policy_2_1"": ""policy_role_2"", ""policy_3_1"": ""policy_role_3"", ""policy_4_1"": ""policy_role_4""}",standard,,,,,
F|target|F0401|control|inst_trust_mean|replicate_1,F-9dbce6cd705aaccbf9e87526005a5dd9a258c9fa,F,target,F0401,control,inst_trust_mean,1,google/gemma-4-31B-it,09d9bc55005e8abec1e09368037175ca8ed7e808d0f5dad1f0242c43111100a9,897ce0364d6f8945fcb85096754df92684e7b0cc5eca20b40646be6b861e7b4d,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,735345256,pending,inst_trust_epa_1|inst_trust_nasa_1|inst_trust_noaa_1|inst_trust_uni_1|inst_trust_gov_1,"{""inst_trust_epa_1"": ""inst_trust_epa"", ""inst_trust_gov_1"": ""inst_trust_federal_gov"", ""inst_trust_nasa_1"": ""inst_trust_nasa"", ""inst_trust_noaa_1"": ""inst_trust_noaa"", ""inst_trust_uni_1"": ""inst_trust_universities""}",standard,,,,,
F|target|F0401|control|belief_post|replicate_1,F-11b9fb558616230148102b6409a81b0f4dcf1f92,F,target,F0401,control,belief_post,1,google/gemma-4-31B-it,3eaf938f6f12e4a0e5afeae09f66e2fad3d0f7a94815bbc8d588be5e72b077ff,c6cd4ea417b0f21de505645457e277e422387fb38f012e29fca3d65957bc4a0f,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,696916396,pending,belief_post_1,"{""belief_post_1"": ""belief_post""}",standard,,,,,
F|target|F0401|control|concern_mean|replicate_1,F-9b445735139b637f35e4491f770739bcc53d3cfb,F,target,F0401,control,concern_mean,1,google/gemma-4-31B-it,8aba611f8354a44d33a37b0f8bedd9a384c0590a06f0d4ce9391d99cfafb5dcf,3624e5ec5268b8d8172c1bececa0f7d1ae67f15beef0f2964e9ed2f96d593562,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1243877867,pending,concern_1_1|concern_2_1|concern_3_1,"{""concern_1_1"": ""concern_1"", ""concern_2_1"": ""concern_2"", ""concern_3_1"": ""concern_3""}",standard,,,,,
F|target|F0401|control|policy_general|replicate_1,F-dd2fdf62a0ddabd1fb552ec881e9e25bd363fb92,F,target,F0401,control,policy_general,1,google/gemma-4-31B-it,c8c8cb0d1a550768bc49a071264c4e5a36bca7813b4c355c5f21af483d0a0a5d,5a04deea2379c0c7af577994445fc5f4b73df7fa6165618d5db5a2eb92fdfeb4,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1530751641,pending,policy_general_1,"{""policy_general_1"": ""policy_general""}",standard,,,,,
F|target|F0401|control|policy_specific_mean|replicate_1,F-d53f5c941c26c3fc9d2791fc8170fbe9118520b7,F,target,F0401,control,policy_specific_mean,1,google/gemma-4-31B-it,467af0fa9b476359463981ca59662bbb5fcf09b966929863ad85347d8d690d48,a13d0689e6aca8f3691efbaa2964542b5c56fc1d50110b207ba32c65bf6a5bd3,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1185250599,pending,policy_specific_1_1|policy_specific_2_1|policy_specific_3_1|policy_specific_4_1|policy_specific_5_1|policy_specific_6_1|policy_specific_7_1,"{""policy_specific_1_1"": ""policy_specific_1"", ""policy_specific_2_1"": ""policy_specific_2"", ""policy_specific_3_1"": ""policy_specific_3"", ""policy_specific_4_1"": ""policy_specific_4"", ""policy_specific_5_1"": ""policy_specific_5"", ""policy_specific_6_1"": ""policy_specific_6"", ""policy_specific_7_1"": ""policy_specific_7""}",standard,,,,,
