request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
F|target|F0188|High public trust|trust_multidimensional|replicate_1,F-bf02f9d44cf4b946d168e63c4e385c2bf4aea63e,F,target,F0188,High public trust,trust_multidimensional,1,google/gemma-4-31B-it,8c812b0b387dcbab278bbe41992f40e2db321df1bc133af5532f126f6d5e6839,b8d0cc51184a7feca94964de9c8ff25a56d9b6c542047b68c4fa298aa48e2f3b,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1257942257,pending,trust_competent_1|trust_intelligent_1|trust_qualified_1|trust_honest_1|trust_ethical_1|trust_sincere_1|trust_concerned_1|trust_improve_1|trust_considerate_1|trust_feedback_1|trust_transparent_1|trust_attention_1,"{""trust_attention_1"": ""trust_openness_3"", ""trust_competent_1"": ""trust_competence_1"", ""trust_concerned_1"": ""trust_benevolence_1"", ""trust_considerate_1"": ""trust_benevolence_3"", ""trust_ethical_1"": ""trust_integrity_2"", ""trust_feedback_1"": ""trust_openness_1"", ""trust_honest_1"": ""trust_integrity_1"", ""trust_improve_1"": ""trust_benevolence_2"", ""trust_intelligent_1"": ""trust_competence_2"", ""trust_qualified_1"": ""trust_competence_3"", ""trust_sincere_1"": ""trust_integrity_3"", ""trust_transparent_1"": ""trust_openness_2""}",standard,,,,,
F|target|F0188|High public trust|trust_post|replicate_1,F-341acc22b7b4344c91742b1a1ca4573a1cafd945,F,target,F0188,High public trust,trust_post,1,google/gemma-4-31B-it,e657fc2d0e3933f2bb4fc65fe3761ac6febf1d2e0a117aa02f7ce077a06d707f,d29ad2f126ee4a74415d3a7edcaf4da97941d2fe638985dbab28b1503afadf7a,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,535415954,pending,trust_post_1,"{""trust_post_1"": ""trust_post""}",standard,,,,,
F|target|F0188|High public trust|distrust_post|replicate_1,F-83615375af1fd3da169f5ffe17030be91ffc72aa,F,target,F0188,High public trust,distrust_post,1,google/gemma-4-31B-it,380a188ff8effd94aaa597e35d4979cb8becc9bb2f4e921d4b1f500d26fad0fa,fed4737c522eac550e0c1d3cad20c787f669755276abfa7f2cb390db55e86cd0,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,904035015,pending,distrust_1,"{""distrust_1"": ""distrust_post""}",standard,,,,,
F|target|F0188|High public trust|funding_perceptions|replicate_1,F-3733dc41580103a6cd7d6dbfe6a60508b03dc56d,F,target,F0188,High public trust,funding_perceptions,1,google/gemma-4-31B-it,4aaa2972408fb879b276db6b222a015966e3b2440ae9ced4b26e4a0a28ae5998,1f37ad536e93c08f963fad072adf906c67c6305224c16e7c630a59ae50979206,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1181269033,pending,funding_5,"{""funding_5"": ""funding_5_raw""}",standard,,,,,
F|target|F0188|High public trust|policy_role_mean|replicate_1,F-18eaa1557afee8e57f8443220b0200c953ffc5dc,F,target,F0188,High public trust,policy_role_mean,1,google/gemma-4-31B-it,82a4bef4433df13588df5b90d2f1a23ab1c07f96539a566e934795d43a1427be,ee5d910e61480dd9adb6ad1a454f9428b003ccf500c5135ea7a93d21fa8cd41e,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,752102288,pending,policy_1_1|policy_2_1|policy_3_1|policy_4_1,"{""policy_1_1"": ""policy_role_1"", ""policy_2_1"": ""policy_role_2"", ""policy_3_1"": ""policy_role_3"", ""policy_4_1"": ""policy_role_4""}",standard,,,,,
F|target|F0188|High public trust|inst_trust_mean|replicate_1,F-d78f73e9e95b7671c7c2e594d52a736021abe6bd,F,target,F0188,High public trust,inst_trust_mean,1,google/gemma-4-31B-it,1cee67a1bb458e3b1705cc9f9e6de84c5f08d077842c7bbdaaada690a48ef3cc,897ce0364d6f8945fcb85096754df92684e7b0cc5eca20b40646be6b861e7b4d,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,410672712,pending,inst_trust_epa_1|inst_trust_nasa_1|inst_trust_noaa_1|inst_trust_uni_1|inst_trust_gov_1,"{""inst_trust_epa_1"": ""inst_trust_epa"", ""inst_trust_gov_1"": ""inst_trust_federal_gov"", ""inst_trust_nasa_1"": ""inst_trust_nasa"", ""inst_trust_noaa_1"": ""inst_trust_noaa"", ""inst_trust_uni_1"": ""inst_trust_universities""}",standard,,,,,
F|target|F0188|High public trust|belief_post|replicate_1,F-60ede46a983772cd79c373d155115f0bf1f7d3df,F,target,F0188,High public trust,belief_post,1,google/gemma-4-31B-it,139036eb9be41bbe1da978625b42f097d6332b84dad8d48fa6a5a4acc1ba3fdd,c6cd4ea417b0f21de505645457e277e422387fb38f012e29fca3d65957bc4a0f,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1511209891,pending,belief_post_1,"{""belief_post_1"": ""belief_post""}",standard,,,,,
F|target|F0188|High public trust|concern_mean|replicate_1,F-d97a9f3c7490501dcb6bf5ae132dda3909e5912f,F,target,F0188,High public trust,concern_mean,1,google/gemma-4-31B-it,25fc8e016263be9753f73657edd72d5595e173c32b922ce6f9a9ca0640915297,3624e5ec5268b8d8172c1bececa0f7d1ae67f15beef0f2964e9ed2f96d593562,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,663064217,pending,concern_1_1|concern_2_1|concern_3_1,"{""concern_1_1"": ""concern_1"", ""concern_2_1"": ""concern_2"", ""concern_3_1"": ""concern_3""}",standard,,,,,
F|target|F0188|High public trust|policy_general|replicate_1,F-f107970e0550f37990abde1fccdfc598eebab779,F,target,F0188,High public trust,policy_general,1,google/gemma-4-31B-it,28f2ef107e06fc0a3ca336574402c6e52d5f8f2f4c674f63a8adbed9e5ec014c,5a04deea2379c0c7af577994445fc5f4b73df7fa6165618d5db5a2eb92fdfeb4,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1734353304,pending,policy_general_1,"{""policy_general_1"": ""policy_general""}",standard,,,,,
F|target|F0188|High public trust|policy_specific_mean|replicate_1,F-58484fae998e43bb471e10a48ef6fe511fbf0b4d,F,target,F0188,High public trust,policy_specific_mean,1,google/gemma-4-31B-it,15f54b4b17e4d3b5d42eb5c01121e8529eca25aa221c3b724fe992041fa4bb5b,a13d0689e6aca8f3691efbaa2964542b5c56fc1d50110b207ba32c65bf6a5bd3,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1243538201,pending,policy_specific_1_1|policy_specific_2_1|policy_specific_3_1|policy_specific_4_1|policy_specific_5_1|policy_specific_6_1|policy_specific_7_1,"{""policy_specific_1_1"": ""policy_specific_1"", ""policy_specific_2_1"": ""policy_specific_2"", ""policy_specific_3_1"": ""policy_specific_3"", ""policy_specific_4_1"": ""policy_specific_4"", ""policy_specific_5_1"": ""policy_specific_5"", ""policy_specific_6_1"": ""policy_specific_6"", ""policy_specific_7_1"": ""policy_specific_7""}",standard,,,,,
