request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
F|target|F0251|control|trust_multidimensional|replicate_1,F-475517dcf7dbdd4720bff737dd466afb2e2f7309,F,target,F0251,control,trust_multidimensional,1,google/gemma-4-31B-it,1b310006132ac648edcf7e010e37762b07c1a806a28d9893ed100141c49e30f8,b8d0cc51184a7feca94964de9c8ff25a56d9b6c542047b68c4fa298aa48e2f3b,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,109448450,pending,trust_competent_1|trust_intelligent_1|trust_qualified_1|trust_honest_1|trust_ethical_1|trust_sincere_1|trust_concerned_1|trust_improve_1|trust_considerate_1|trust_feedback_1|trust_transparent_1|trust_attention_1,"{""trust_attention_1"": ""trust_openness_3"", ""trust_competent_1"": ""trust_competence_1"", ""trust_concerned_1"": ""trust_benevolence_1"", ""trust_considerate_1"": ""trust_benevolence_3"", ""trust_ethical_1"": ""trust_integrity_2"", ""trust_feedback_1"": ""trust_openness_1"", ""trust_honest_1"": ""trust_integrity_1"", ""trust_improve_1"": ""trust_benevolence_2"", ""trust_intelligent_1"": ""trust_competence_2"", ""trust_qualified_1"": ""trust_competence_3"", ""trust_sincere_1"": ""trust_integrity_3"", ""trust_transparent_1"": ""trust_openness_2""}",standard,,,,,
F|target|F0251|control|trust_post|replicate_1,F-88fda18ee3b433984b81d927cd901ae9849bfce4,F,target,F0251,control,trust_post,1,google/gemma-4-31B-it,f0272e116b5881ba18dea0721362374b0289f6bdb6e3f9f83d98fcc611ff33ac,d29ad2f126ee4a74415d3a7edcaf4da97941d2fe638985dbab28b1503afadf7a,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1974433463,pending,trust_post_1,"{""trust_post_1"": ""trust_post""}",standard,,,,,
F|target|F0251|control|distrust_post|replicate_1,F-731b7268b387981f7777df9feb598acc8f27d6fd,F,target,F0251,control,distrust_post,1,google/gemma-4-31B-it,d07938d12daeaea28749894121447c2d8e5e2bebe6369312c3ecc52a9c59d300,fed4737c522eac550e0c1d3cad20c787f669755276abfa7f2cb390db55e86cd0,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,431914226,pending,distrust_1,"{""distrust_1"": ""distrust_post""}",standard,,,,,
F|target|F0251|control|funding_perceptions|replicate_1,F-1f49d319b9919f71d733e7281b54b415fc504516,F,target,F0251,control,funding_perceptions,1,google/gemma-4-31B-it,d33add17c77b1689c1674ad4fddef701ba22d0b48ba9000d52dfa277f175046a,1f37ad536e93c08f963fad072adf906c67c6305224c16e7c630a59ae50979206,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,2015708580,pending,funding_5,"{""funding_5"": ""funding_5_raw""}",standard,,,,,
F|target|F0251|control|policy_role_mean|replicate_1,F-83514315b7d342fa265c7405f09e4b4a0fefda2f,F,target,F0251,control,policy_role_mean,1,google/gemma-4-31B-it,8bcc010fc60783d6bf39bfb0c23e82933309e99a01a50dd4c6eced2533ebe4cc,ee5d910e61480dd9adb6ad1a454f9428b003ccf500c5135ea7a93d21fa8cd41e,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1047906599,pending,policy_1_1|policy_2_1|policy_3_1|policy_4_1,"{""policy_1_1"": ""policy_role_1"", ""policy_2_1"": ""policy_role_2"", ""policy_3_1"": ""policy_role_3"", ""policy_4_1"": ""policy_role_4""}",standard,,,,,
F|target|F0251|control|inst_trust_mean|replicate_1,F-ba79993431e52fcb2f5457039d9d540fea2cf1b9,F,target,F0251,control,inst_trust_mean,1,google/gemma-4-31B-it,afbf2b8d233d65cbcc8d5c34c7e4a7ff8fc8e9f7f9022ee5ef8039a04ab6229c,897ce0364d6f8945fcb85096754df92684e7b0cc5eca20b40646be6b861e7b4d,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,651715126,pending,inst_trust_epa_1|inst_trust_nasa_1|inst_trust_noaa_1|inst_trust_uni_1|inst_trust_gov_1,"{""inst_trust_epa_1"": ""inst_trust_epa"", ""inst_trust_gov_1"": ""inst_trust_federal_gov"", ""inst_trust_nasa_1"": ""inst_trust_nasa"", ""inst_trust_noaa_1"": ""inst_trust_noaa"", ""inst_trust_uni_1"": ""inst_trust_universities""}",standard,,,,,
F|target|F0251|control|belief_post|replicate_1,F-a0668795337abee38fdc90088283c5e33f741ba4,F,target,F0251,control,belief_post,1,google/gemma-4-31B-it,4e4773317f7513ef76980d02e5f02147ccd5866fd04abd6bf7a9c734434b614a,c6cd4ea417b0f21de505645457e277e422387fb38f012e29fca3d65957bc4a0f,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1950862863,pending,belief_post_1,"{""belief_post_1"": ""belief_post""}",standard,,,,,
F|target|F0251|control|concern_mean|replicate_1,F-101fd762d9e920d969aadb0b80f7985c6fa4b7b3,F,target,F0251,control,concern_mean,1,google/gemma-4-31B-it,61fdfb2925b3601685b93afd85309e9c94e894e5eb86d2e55d6e6c336e10cbf8,3624e5ec5268b8d8172c1bececa0f7d1ae67f15beef0f2964e9ed2f96d593562,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,2049494942,pending,concern_1_1|concern_2_1|concern_3_1,"{""concern_1_1"": ""concern_1"", ""concern_2_1"": ""concern_2"", ""concern_3_1"": ""concern_3""}",standard,,,,,
F|target|F0251|control|policy_general|replicate_1,F-67ebadaf473ea5bb322b505e156bb90481946301,F,target,F0251,control,policy_general,1,google/gemma-4-31B-it,e8c1a0e0aa606e9d567ed9e5bda303ad51e16f3e45c5ff7e2c61d643b372e4b6,5a04deea2379c0c7af577994445fc5f4b73df7fa6165618d5db5a2eb92fdfeb4,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,387318043,pending,policy_general_1,"{""policy_general_1"": ""policy_general""}",standard,,,,,
F|target|F0251|control|policy_specific_mean|replicate_1,F-505e05f917765ab4df8fb667202c37c7bde87d37,F,target,F0251,control,policy_specific_mean,1,google/gemma-4-31B-it,5802b0a4f271304f8ac4ab942c735c42c42abf8cee1746a7ab7c201b9148519d,a13d0689e6aca8f3691efbaa2964542b5c56fc1d50110b207ba32c65bf6a5bd3,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,942827175,pending,policy_specific_1_1|policy_specific_2_1|policy_specific_3_1|policy_specific_4_1|policy_specific_5_1|policy_specific_6_1|policy_specific_7_1,"{""policy_specific_1_1"": ""policy_specific_1"", ""policy_specific_2_1"": ""policy_specific_2"", ""policy_specific_3_1"": ""policy_specific_3"", ""policy_specific_4_1"": ""policy_specific_4"", ""policy_specific_5_1"": ""policy_specific_5"", ""policy_specific_6_1"": ""policy_specific_6"", ""policy_specific_7_1"": ""policy_specific_7""}",standard,,,,,
F|target|F0251|control|behavior_mean|replicate_1,F-f55b50173f905f55a8bdd0a0691c88d87ef03627,F,target,F0251,control,behavior_mean,1,google/gemma-4-31B-it,c601c41cd5d7e7dc028ed1965ed26dca98b4ec9c884b688695311f30f7ebd6d7,570dbe4f75ab4a061bad84714efd29f563b8756e11c9eca4f1705dad268f0f47,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,709296007,pending,individual_meat_1|individual_transport_1|individual_solar_1|individual_fly_1|individual_talk_1|individual_donate_1,"{""individual_donate_1"": ""behavior_donate"", ""individual_fly_1"": ""behavior_fly"", ""individual_meat_1"": ""behavior_meat"", ""individual_solar_1"": ""behavior_solar"", ""individual_talk_1"": ""behavior_talk"", ""individual_transport_1"": ""behavior_transport""}",standard,,,,,
F|target|F0251|control|donation_ams|replicate_1,F-a79fe2657df89bcd0017e49c90740f3222a111b1,F,target,F0251,control,donation_ams,1,google/gemma-4-31B-it,7f981de32a70050484584800a584c164adc40ae1d1ba83958134ae8da097fd28,6949741c0c18a58c24af7df419e9d57d158c77675c533f78d0d49b8d62b43caf,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1295540378,pending,donation,"{""donation"": ""donation_ams""}",standard,,,,,
F|target|F0251|control|newsletter_signup|replicate_1,F-3b32a60695b39509a46dad51502fad0c125acce2,F,target,F0251,control,newsletter_signup,1,google/gemma-4-31B-it,874db43f1b2c574031e076206be95907ce3e2c511bec01d92a7cd4152134370b,4b6b8993ef74bd8e53209a244498caba32ac0e2f12c547b8695595399f80ea07,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,202957079,pending,newsletter,"{""newsletter"": ""newsletter_signup""}",standard,,,,,
F|target|F0251|Corporate reliance|trust_multidimensional|replicate_1,F-eefcc953bb5be85102cce989b837ee44fd18b116,F,target,F0251,Corporate reliance,trust_multidimensional,1,google/gemma-4-31B-it,dc53ee4c1ab1da3dc39e0ae494e26e3cfacd4df3d98abd3520d556f977374657,b8d0cc51184a7feca94964de9c8ff25a56d9b6c542047b68c4fa298aa48e2f3b,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,425032444,pending,trust_competent_1|trust_intelligent_1|trust_qualified_1|trust_honest_1|trust_ethical_1|trust_sincere_1|trust_concerned_1|trust_improve_1|trust_considerate_1|trust_feedback_1|trust_transparent_1|trust_attention_1,"{""trust_attention_1"": ""trust_openness_3"", ""trust_competent_1"": ""trust_competence_1"", ""trust_concerned_1"": ""trust_benevolence_1"", ""trust_considerate_1"": ""trust_benevolence_3"", ""trust_ethical_1"": ""trust_integrity_2"", ""trust_feedback_1"": ""trust_openness_1"", ""trust_honest_1"": ""trust_integrity_1"", ""trust_improve_1"": ""trust_benevolence_2"", ""trust_intelligent_1"": ""trust_competence_2"", ""trust_qualified_1"": ""trust_competence_3"", ""trust_sincere_1"": ""trust_integrity_3"", ""trust_transparent_1"": ""trust_openness_2""}",standard,,,,,
