request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
F|target|F0151|control|trust_multidimensional|replicate_1,F-446e3af892f1d0b5379b0af72204a0bc4b6557f0,F,target,F0151,control,trust_multidimensional,1,google/gemma-4-31B-it,18b343574fd2dd86f1cf5161322a5cedba217d8dccce051e0a91858a6dcaf027,b8d0cc51184a7feca94964de9c8ff25a56d9b6c542047b68c4fa298aa48e2f3b,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,466503335,pending,trust_competent_1|trust_intelligent_1|trust_qualified_1|trust_honest_1|trust_ethical_1|trust_sincere_1|trust_concerned_1|trust_improve_1|trust_considerate_1|trust_feedback_1|trust_transparent_1|trust_attention_1,"{""trust_attention_1"": ""trust_openness_3"", ""trust_competent_1"": ""trust_competence_1"", ""trust_concerned_1"": ""trust_benevolence_1"", ""trust_considerate_1"": ""trust_benevolence_3"", ""trust_ethical_1"": ""trust_integrity_2"", ""trust_feedback_1"": ""trust_openness_1"", ""trust_honest_1"": ""trust_integrity_1"", ""trust_improve_1"": ""trust_benevolence_2"", ""trust_intelligent_1"": ""trust_competence_2"", ""trust_qualified_1"": ""trust_competence_3"", ""trust_sincere_1"": ""trust_integrity_3"", ""trust_transparent_1"": ""trust_openness_2""}",standard,,,,,
F|target|F0151|control|trust_post|replicate_1,F-c0217153bb0ebac68dec41da9aba46ed4df7be13,F,target,F0151,control,trust_post,1,google/gemma-4-31B-it,54f0b80053e96c18559663c8c26512ab0c5069446985d4db30759979496dea04,d29ad2f126ee4a74415d3a7edcaf4da97941d2fe638985dbab28b1503afadf7a,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,995204464,pending,trust_post_1,"{""trust_post_1"": ""trust_post""}",standard,,,,,
F|target|F0151|control|distrust_post|replicate_1,F-8e86734af7419219feabf560a55922b68511147a,F,target,F0151,control,distrust_post,1,google/gemma-4-31B-it,90baf0cfb4d15c46cc8a38c7c0dc271907f6735c9ecee7bc705e36ef708d9760,fed4737c522eac550e0c1d3cad20c787f669755276abfa7f2cb390db55e86cd0,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,340687025,pending,distrust_1,"{""distrust_1"": ""distrust_post""}",standard,,,,,
F|target|F0151|control|funding_perceptions|replicate_1,F-0dbc830bc75c9f3a5426f42874b029e13918e985,F,target,F0151,control,funding_perceptions,1,google/gemma-4-31B-it,ddf60e29c865db85f6c39799fb82023e0ebe4f207570268d976741ba1f6e8b28,1f37ad536e93c08f963fad072adf906c67c6305224c16e7c630a59ae50979206,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1658168657,pending,funding_5,"{""funding_5"": ""funding_5_raw""}",standard,,,,,
F|target|F0151|control|policy_role_mean|replicate_1,F-b2722926505027bda87a6fe583d04f2320efd78f,F,target,F0151,control,policy_role_mean,1,google/gemma-4-31B-it,cef8bb3fee206abb8dfbb6cdb9bcac2b8adab5a885719a14dfef0a5cc7b87be1,ee5d910e61480dd9adb6ad1a454f9428b003ccf500c5135ea7a93d21fa8cd41e,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,892631564,pending,policy_1_1|policy_2_1|policy_3_1|policy_4_1,"{""policy_1_1"": ""policy_role_1"", ""policy_2_1"": ""policy_role_2"", ""policy_3_1"": ""policy_role_3"", ""policy_4_1"": ""policy_role_4""}",standard,,,,,
F|target|F0151|control|inst_trust_mean|replicate_1,F-15f0157d92e8f9ea2db18ffb55cc0a03a42caebf,F,target,F0151,control,inst_trust_mean,1,google/gemma-4-31B-it,6b718ebe740845a2a3b83c67e4fed28cd2fc8ef53bc4a8c59a09047d8dcdc423,897ce0364d6f8945fcb85096754df92684e7b0cc5eca20b40646be6b861e7b4d,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1053369573,pending,inst_trust_epa_1|inst_trust_nasa_1|inst_trust_noaa_1|inst_trust_uni_1|inst_trust_gov_1,"{""inst_trust_epa_1"": ""inst_trust_epa"", ""inst_trust_gov_1"": ""inst_trust_federal_gov"", ""inst_trust_nasa_1"": ""inst_trust_nasa"", ""inst_trust_noaa_1"": ""inst_trust_noaa"", ""inst_trust_uni_1"": ""inst_trust_universities""}",standard,,,,,
F|target|F0151|control|belief_post|replicate_1,F-aed0c7a1bb4306fa4c7a6ae7c65c6ff23bc5f3f2,F,target,F0151,control,belief_post,1,google/gemma-4-31B-it,5f20b6b6f0329f84b74243d3dab2e65758e5c4adb0422908273f302ec30d2686,c6cd4ea417b0f21de505645457e277e422387fb38f012e29fca3d65957bc4a0f,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,417633856,pending,belief_post_1,"{""belief_post_1"": ""belief_post""}",standard,,,,,
F|target|F0151|control|concern_mean|replicate_1,F-fe14c47df277425a8dbe74e6bb10e8d46470eee6,F,target,F0151,control,concern_mean,1,google/gemma-4-31B-it,0b3a23c03a0f33eacea2bf84288ad53db4a46c0b47adf2e677713cdf1288a7fc,3624e5ec5268b8d8172c1bececa0f7d1ae67f15beef0f2964e9ed2f96d593562,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1856031577,pending,concern_1_1|concern_2_1|concern_3_1,"{""concern_1_1"": ""concern_1"", ""concern_2_1"": ""concern_2"", ""concern_3_1"": ""concern_3""}",standard,,,,,
F|target|F0151|control|policy_general|replicate_1,F-7ec5a07a3dbe461057b83ea13dc4872f626808fd,F,target,F0151,control,policy_general,1,google/gemma-4-31B-it,0f6a34a3dbe6fcf60ed9c5ceadf00869fa0191245661dd4701aacddcd7d5f1e2,5a04deea2379c0c7af577994445fc5f4b73df7fa6165618d5db5a2eb92fdfeb4,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,994674438,pending,policy_general_1,"{""policy_general_1"": ""policy_general""}",standard,,,,,
F|target|F0151|control|policy_specific_mean|replicate_1,F-b074edcd84fa8620819fcdfb082c76f7b03038c4,F,target,F0151,control,policy_specific_mean,1,google/gemma-4-31B-it,3b9abb03ddf5163f41b2559860172ee7ed4691d3d6ce4dda714b037c7bab0199,a13d0689e6aca8f3691efbaa2964542b5c56fc1d50110b207ba32c65bf6a5bd3,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1709466045,pending,policy_specific_1_1|policy_specific_2_1|policy_specific_3_1|policy_specific_4_1|policy_specific_5_1|policy_specific_6_1|policy_specific_7_1,"{""policy_specific_1_1"": ""policy_specific_1"", ""policy_specific_2_1"": ""policy_specific_2"", ""policy_specific_3_1"": ""policy_specific_3"", ""policy_specific_4_1"": ""policy_specific_4"", ""policy_specific_5_1"": ""policy_specific_5"", ""policy_specific_6_1"": ""policy_specific_6"", ""policy_specific_7_1"": ""policy_specific_7""}",standard,,,,,
