request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
F|target|F0313|High public trust|trust_multidimensional|replicate_1,F-5f3c62693ef999330c2a0b73500aed7ae629365c,F,target,F0313,High public trust,trust_multidimensional,1,google/gemma-4-31B-it,7e53d21799204c2ca992e2463d8c1c0aca6d9ee7bba8d2e87088a17e22428984,b8d0cc51184a7feca94964de9c8ff25a56d9b6c542047b68c4fa298aa48e2f3b,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,2104647174,pending,trust_competent_1|trust_intelligent_1|trust_qualified_1|trust_honest_1|trust_ethical_1|trust_sincere_1|trust_concerned_1|trust_improve_1|trust_considerate_1|trust_feedback_1|trust_transparent_1|trust_attention_1,"{""trust_attention_1"": ""trust_openness_3"", ""trust_competent_1"": ""trust_competence_1"", ""trust_concerned_1"": ""trust_benevolence_1"", ""trust_considerate_1"": ""trust_benevolence_3"", ""trust_ethical_1"": ""trust_integrity_2"", ""trust_feedback_1"": ""trust_openness_1"", ""trust_honest_1"": ""trust_integrity_1"", ""trust_improve_1"": ""trust_benevolence_2"", ""trust_intelligent_1"": ""trust_competence_2"", ""trust_qualified_1"": ""trust_competence_3"", ""trust_sincere_1"": ""trust_integrity_3"", ""trust_transparent_1"": ""trust_openness_2""}",standard,,,,,
F|target|F0313|High public trust|trust_post|replicate_1,F-4884aedef564fa7fd39c7bf9abb2fd96bd31462f,F,target,F0313,High public trust,trust_post,1,google/gemma-4-31B-it,2efd3fc57cc11f6c4ea93e4c92ded64c0b2269ef1ba19c97bd2a34c6ff4910fc,d29ad2f126ee4a74415d3a7edcaf4da97941d2fe638985dbab28b1503afadf7a,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,107894846,pending,trust_post_1,"{""trust_post_1"": ""trust_post""}",standard,,,,,
F|target|F0313|High public trust|distrust_post|replicate_1,F-9d3469a31a6d3e0ec33c5e92a99cd15812e07f3e,F,target,F0313,High public trust,distrust_post,1,google/gemma-4-31B-it,bdbd437a924c828101455eb86dec20626f4ce5ebf0cb69cf29d4165aae17f17a,fed4737c522eac550e0c1d3cad20c787f669755276abfa7f2cb390db55e86cd0,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1423315286,pending,distrust_1,"{""distrust_1"": ""distrust_post""}",standard,,,,,
F|target|F0313|High public trust|funding_perceptions|replicate_1,F-50569999ff531ca8c479b4e9816d8bffbfda7925,F,target,F0313,High public trust,funding_perceptions,1,google/gemma-4-31B-it,3cbae3e219d3fd4d8f028d4d3c9cf9088a62c433056fdf9323d7af2935d35ef6,1f37ad536e93c08f963fad072adf906c67c6305224c16e7c630a59ae50979206,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,536891357,pending,funding_5,"{""funding_5"": ""funding_5_raw""}",standard,,,,,
F|target|F0313|High public trust|policy_role_mean|replicate_1,F-fdcd20482629137abb47647b779f154e6cac09f9,F,target,F0313,High public trust,policy_role_mean,1,google/gemma-4-31B-it,caafdf07a506313c1772e3c494edd479ec69c7d60d319a72880004bd878c8176,ee5d910e61480dd9adb6ad1a454f9428b003ccf500c5135ea7a93d21fa8cd41e,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,566449166,pending,policy_1_1|policy_2_1|policy_3_1|policy_4_1,"{""policy_1_1"": ""policy_role_1"", ""policy_2_1"": ""policy_role_2"", ""policy_3_1"": ""policy_role_3"", ""policy_4_1"": ""policy_role_4""}",standard,,,,,
F|target|F0313|High public trust|inst_trust_mean|replicate_1,F-f29d67a546a832606694ddf9314266d283c178a0,F,target,F0313,High public trust,inst_trust_mean,1,google/gemma-4-31B-it,ec821ca34476905a774877046ea3336cd6f4a4824b01e31e35a4985e862f450c,897ce0364d6f8945fcb85096754df92684e7b0cc5eca20b40646be6b861e7b4d,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,736297390,pending,inst_trust_epa_1|inst_trust_nasa_1|inst_trust_noaa_1|inst_trust_uni_1|inst_trust_gov_1,"{""inst_trust_epa_1"": ""inst_trust_epa"", ""inst_trust_gov_1"": ""inst_trust_federal_gov"", ""inst_trust_nasa_1"": ""inst_trust_nasa"", ""inst_trust_noaa_1"": ""inst_trust_noaa"", ""inst_trust_uni_1"": ""inst_trust_universities""}",standard,,,,,
F|target|F0313|High public trust|belief_post|replicate_1,F-7bba44d95a0b6fa3edfd770981c178e774bc9151,F,target,F0313,High public trust,belief_post,1,google/gemma-4-31B-it,1700fc19d90fb80e6aaae52e4500d02c0f91bd2b7ca71ca7c2e95673ff4bf4a9,c6cd4ea417b0f21de505645457e277e422387fb38f012e29fca3d65957bc4a0f,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1367341399,pending,belief_post_1,"{""belief_post_1"": ""belief_post""}",standard,,,,,
F|target|F0313|High public trust|concern_mean|replicate_1,F-19fabd02a141a02f46be8b237adde11360dfd067,F,target,F0313,High public trust,concern_mean,1,google/gemma-4-31B-it,7f33d7a63c3f942d5e4714900eefca201edd14376bfacb9d18a487dd5df4cf21,3624e5ec5268b8d8172c1bececa0f7d1ae67f15beef0f2964e9ed2f96d593562,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1429674548,pending,concern_1_1|concern_2_1|concern_3_1,"{""concern_1_1"": ""concern_1"", ""concern_2_1"": ""concern_2"", ""concern_3_1"": ""concern_3""}",standard,,,,,
F|target|F0313|High public trust|policy_general|replicate_1,F-7ecc5c3cdb42cda437a0f7cee62c6aa302e2ac04,F,target,F0313,High public trust,policy_general,1,google/gemma-4-31B-it,01e153b72f38860f7adab21af88b4e4069ae6d40bd7f17b00111ecb1a9faf80a,5a04deea2379c0c7af577994445fc5f4b73df7fa6165618d5db5a2eb92fdfeb4,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1490781727,pending,policy_general_1,"{""policy_general_1"": ""policy_general""}",standard,,,,,
F|target|F0313|High public trust|policy_specific_mean|replicate_1,F-91a18f04233c56b1fc4b53363a0dda662491dcaa,F,target,F0313,High public trust,policy_specific_mean,1,google/gemma-4-31B-it,5b3a5840646e6f5e4464b1bdb3a03380f002754abd0614994edc78b14ba42409,a13d0689e6aca8f3691efbaa2964542b5c56fc1d50110b207ba32c65bf6a5bd3,ashokkumar_experiment_forecast_adapted_v1,prompt_compiler_v2_split_g_f,1182758075,pending,policy_specific_1_1|policy_specific_2_1|policy_specific_3_1|policy_specific_4_1|policy_specific_5_1|policy_specific_6_1|policy_specific_7_1,"{""policy_specific_1_1"": ""policy_specific_1"", ""policy_specific_2_1"": ""policy_specific_2"", ""policy_specific_3_1"": ""policy_specific_3"", ""policy_specific_4_1"": ""policy_specific_4"", ""policy_specific_5_1"": ""policy_specific_5"", ""policy_specific_6_1"": ""policy_specific_6"", ""policy_specific_7_1"": ""policy_specific_7""}",standard,,,,,
